Gym_ID,Gym_Name,Brand,Parent_Category,Price_Tier,Gym_Format,Direct_Budget_Competitor,Major_Chain,Municipality,Market_Zone,Market_Zone_Assignment_Method,Market_Zone_Assignment_Distance_km,Address,Latitude,Longitude,Equipment_Access,Open_24_7_Status,Open_24_7_Flag,Personal_Training,Personal_Training_Flag,Group_Classes,Group_Classes_Flag,Women_Only_Area,Pool,Sauna,Tanning,Tanning_Flag,Hydromassage,Hydromassage_Flag,Parking,Google_Rating,Google_Review_Count,Source_URL,Source_Type,Amenity_Source_Level,Record_Source_Quality,Data_Collection_Date,Verification_Status,Notes,Review_Source,Review_URL,Review_Collection_Date,Review_Data_Status,Review_Confidence,Top_Positive_Review_Theme,Top_Negative_Review_Theme,Common_Complaint,Common_Strength,Customer_Satisfaction_Gap_Flag,Major_Chain_Verification_Level,Major_Chain_Verification_Method,Official_Locator_URL,Row_Level_Official_Verification_Status,Fresh_SerpApi_Checked_Date,Fresh_SerpApi_Status,Fresh_Location_Match_Status,Fresh_Match_Score,Fresh_SerpApi_Result_Title,Fresh_SerpApi_Result_Address,Fresh_SerpApi_Rating,Fresh_SerpApi_Review_Count,Fresh_Crossmatch_Action
GYM_FULL_0049,Orangetheory Fitness,Orangetheory Fitness,Boutique Chain,Premium,Boutique group training,No,Yes,London,Southeast London,Nearest market-zone centroid within municipality,3.04,"Orangetheory Fitness, Montgomery Road, London, Southwestern Ontario, Ontario, N6E 1W4, Canada",42.9383947,-81.2261058,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.8,234,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Orangetheory locator available; current rows need row-level official page matching.,https://www.orangetheory.com/en-ca/locations,Official locator available; row-level match pending,2026-07-30,OK,Strong match,79,Orangetheory Fitness,"1025 Wellington Rd Unit 4, London, ON N6E 1W4",4.8,234,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0050,Planet Fitness,Planet Fitness,Budget Chain,Budget,Big-box budget gym,Yes,Yes,London,West London,Nearest market-zone centroid within municipality,2.67,"Planet Fitness, Catalpa Square, London, Southwestern Ontario, Ontario, N6H 5L9, Canada",43.0089584,-81.3312689,Yes,Unknown,0,Yes / fitness training,1,Limited / PE@PF training,1,Unknown,No,No,Black Card Spa amenity at many clubs,1,Black Card Spa amenity at many clubs,1,Needs location verification,4.2,70,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Planet Fitness pages used for named official rows; remaining rows need official locator confirmation.,https://www.planetfitness.ca/clubs/on,Official locator available; row-level match pending,2026-07-30,OK,Strong match,73,Planet Fitness,"1280 Fanshawe Park Rd W, London, ON N6G 5B1",4.2,70,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0052,GoodLife Fitness,GoodLife Fitness,Full-Service Chain,Mid/Premium,Full-service chain gym,No,Yes,London,Central London,Nearest market-zone centroid within municipality,0.14,"GoodLife Fitness, 355, Wellington Street, London, Southwestern Ontario, Ontario, N6A 3N7, Canada",42.9833195,-81.2449754,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.1,493,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official GoodLife club locator available; current rows remain mostly open-source and need row-level official page matching.,https://www.goodlifefitness.com/clubs.html,Official locator available; row-level match pending,2026-07-30,OK,Strong match,83.6,GoodLife Fitness London King and Wellington,"355 Wellington St, London, ON N6A 3N7",4.1,493,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0053,Yoga Shack,Local / Independent,Boutique/Specialty,Premium/Specialty,Yoga/Pilates/Studio,No,No,London,Central London,Nearest market-zone centroid within municipality,1.27,"Yoga Shack, Piccadilly Street, London, Southwestern Ontario, Ontario, N6A 3H1, Canada",42.9932817,-81.2557536,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation,,,,,Fresh SerpApi result requires manual review; prior rating retained if already present,Needs manual review - partial match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Needs manual review - partial match,53,Yoga Shack,"154 Bruce St, London, ON N6C 1Y1",3.4,34,Fresh SerpApi result found but not auto-applied because match was weak/uncertain
GYM_FULL_0054,Create Balance Pilates Studio,Local / Independent,Boutique/Specialty,Premium/Specialty,Yoga/Pilates/Studio,No,No,London,South London,Nearest market-zone centroid within municipality,3.94,"Create Balance Pilates Studio, Main Street, London, Southwestern Ontario, Ontario, N6P 1A4, Canada",42.910465,-81.2974936,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation,,,,,Fresh SerpApi result requires manual review; prior rating retained if already present,Needs manual review - partial match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Needs manual review - partial match,52.5,Create Balance Pilates Studio,"1828 Blue Heron Dr Unit 14, London, ON N6H 0B7",5,54,Fresh SerpApi result found but not auto-applied because match was weak/uncertain
GYM_FULL_0055,Victory Martial Arts,Local / Independent,Boutique/Specialty,Premium/Specialty,Boxing/Martial arts fitness,No,No,London,Northeast London,Nearest market-zone centroid within municipality,2.44,"Victory Martial Arts, Highbury Avenue North, London, Southwestern Ontario, Ontario, N5V 2E3, Canada",43.0157573,-81.2138969,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation,,,,,Fresh SerpApi result requires manual review; prior rating retained if already present,Needs manual review - possible wrong location,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Needs manual review - possible wrong location,20.5,Highbury Ave N,"London, ON",,,Fresh SerpApi result found but not auto-applied because match was weak/uncertain
GYM_FULL_0056,West London Crossfit,CrossFit,Boutique/Specialty,Premium/Specialty,Strength and conditioning studio,No,Yes,London,West London,Nearest market-zone centroid within municipality,1.36,"West London Crossfit, Capulet Walk, London, Southwestern Ontario, Ontario, N6H 4K9, Canada",42.9832099,-81.2982048,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,65,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official CrossFit affiliate map available; current rows need row-level affiliate confirmation.,https://map.crossfit.com/,Official locator available; row-level match pending,2026-07-30,OK,Strong match,76,West London CrossFit,"689 Oxford St W, London, ON N6H 1V1",4.9,65,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0057,F45 Training,F45 Training,Boutique Chain,Premium,Boutique group training,No,Yes,London,Southeast London,Nearest market-zone centroid within municipality,2.8,"F45 Training, Harlech Gate, London, Southwestern Ontario, Ontario, N6E 1B5, Canada",42.9414499,-81.2258561,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,171,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official F45 studio locator available; current rows need row-level official page matching.,https://f45training.com/studios/,Official locator available; row-level match pending,2026-07-30,OK,Strong match,76,F45 Training White Oaks,"879 Wellington Rd, London, ON N6E 3N5",4.9,171,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0058,Movati Athletic,Movati Athletic,Premium Chain,Premium,Full-service premium fitness club,No,Yes,London,South London,Nearest market-zone centroid within municipality,1.01,"Movati Athletic, 3198, Wonderland Road South, London, Southwestern Ontario, Ontario, N6L 1A1, Canada",42.934244,-81.2784452,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4,135,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain city/club presence confirmed from MOVATI official location list; address and reviews still require manual confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium-High,Official MOVATI locations page confirms relevant club cities; row-level address checks still recommended.,https://movatiathletic.com/locations/,Official city/club list confirmed; address should be row-level checked,2026-07-30,OK,Strong match,82.5,Movati Athletic,"3198 Wonderland Rd S, London, ON N6L 1A1",4,135,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0059,GoodLife Fitness,GoodLife Fitness,Full-Service Chain,Mid/Premium,Full-service chain gym,No,Yes,Kitchener,West Kitchener,Nearest market-zone centroid within municipality,2.1,"GoodLife Fitness, Max Becker Drive, Laurentian West, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2E 4K7, Canada",43.4043443,-80.5020594,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4,513,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official GoodLife club locator available; current rows remain mostly open-source and need row-level official page matching.,https://www.goodlifefitness.com/clubs.html,Official locator available; row-level match pending,2026-07-30,OK,Strong match,78,GoodLife Fitness Kitchener Williamsburg,"315 Max Becker Dr, Kitchener, ON N2E 4K9",4,513,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0060,ZM Cycle and Fitness,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,0.76,"ZM Cycle and Fitness, 131, Strange Street, Cherry Hill, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2G 1R4, Canada",43.4500041,-80.5093968,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.2,90,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Likely match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Likely match,Likely match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Likely match,64.4,ZM Cycle & Fitness Ltd,"131 Strange St, Kitchener, ON N2G 1R4",4.2,90,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0061,Crunch Fitness,Crunch Fitness,Budget/Mid Chain,Budget/Mid,Big-box gym,Yes,Yes,Kitchener,East Kitchener,Nearest market-zone centroid within municipality,2.1,"Crunch Fitness, 777, Weber Street East, Eastwood, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2A 1A5, Canada",43.4387165,-80.4607649,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,3.5,1027,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Crunch Canada location pages available; current rows remain mostly open-source and need row-level official page matching.,https://www.crunchfitness.ca/locations,Official locator available; row-level match pending,2026-07-30,OK,Strong match,76,Crunch Fitness - Kitchener,"777 Weber St E, Kitchener, ON N2H 1H5",3.5,1027,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0062,Fitness Depot,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Kitchener,North Kitchener,Nearest market-zone centroid within municipality,0.3,"Fitness Depot, 935, Frederick Street, Rosemount, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2B 2B9, Canada",43.4656763,-80.4566676,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.7,494,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,80.7,SPARTAN FITNESS EQUIPMENT (former Fitness Depot location),"935 Frederick St #9, Kitchener, ON N2B 2B9",4.7,494,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0063,GoodLife Fitness,GoodLife Fitness,Full-Service Chain,Mid/Premium,Full-service chain gym,No,Yes,Kitchener,East Kitchener,Nearest market-zone centroid within municipality,2.07,"GoodLife Fitness, 589, Fairway Road South, Vanier, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2C 1X3, Canada",43.4192087,-80.4473555,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4,440,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official GoodLife club locator available; current rows remain mostly open-source and need row-level official page matching.,https://www.goodlifefitness.com/clubs.html,Official locator available; row-level match pending,2026-07-30,OK,Strong match,78,GoodLife Fitness Kitchener Fairway Plaza,"589 Fairway Rd S, Kitchener, ON N2C 1X4",4,440,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0064,Anytime Fitness,Anytime Fitness,Budget/Mid Chain,Budget/Mid,24/7 access gym,Yes,Yes,Kitchener,North Kitchener,Nearest market-zone centroid within municipality,1.45,"Anytime Fitness, Smetana Drive, Grand River North, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2B 3E2, Canada",43.4702436,-80.4437207,Yes,Likely,1,Likely,1,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.3,64,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Anytime Fitness Canada locator available; current rows need row-level official page matching.,https://www.anytimefitness.ca/find-gym/,Official locator available; row-level match pending,2026-07-30,OK,Strong match,74,Anytime Fitness,"1381 Victoria St N, Kitchener, ON N2B 0A1",4.3,64,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0065,Orangetheory Fitness,Orangetheory Fitness,Boutique Chain,Premium,Boutique group training,No,Yes,Kitchener,South Kitchener,Nearest market-zone centroid within municipality,2,"Orangetheory Fitness, Homer Watson Boulevard, Pioneer Park, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2P 2A3, Canada",43.3944354,-80.4315068,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.3,28,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Orangetheory locator available; current rows need row-level official page matching.,https://www.orangetheory.com/en-ca/locations,Official locator available; row-level match pending,2026-07-30,OK,Strong match,80,Orangetheory Fitness,"123 Pioneer Park Drive Unit E101, Kitchener, ON N2P 2A3",4.3,28,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0067,Personal Edge Training,Local / Independent,Boutique/Specialty,Premium/Specialty,Personal training / strength studio,No,No,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,0.88,"Personal Edge Training, 417, King Street West, Downtown, City Commercial Core, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2G 1C2, Canada",43.4521149,-80.4970274,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,47,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,77.9,Personal Edge Training Inc.,"417 King St W #5, Kitchener, ON N2G 1C2",4.9,47,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0068,The Branches Yoga,Local / Independent,Boutique/Specialty,Premium/Specialty,Yoga/Pilates/Studio,No,No,Kitchener,North Kitchener,Nearest market-zone centroid within municipality,1.97,"The Branches Yoga, Samuel Street, Central Frederick, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2H 2N2, Canada",43.4543597,-80.4797403,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,101,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Likely match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Likely match,Likely match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Likely match,61,The Branches,"9 Samuel St, Kitchener, ON N2H 1N9",4.9,101,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0069,Midtown Yoga KW,Local / Independent,Boutique/Specialty,Premium/Specialty,Yoga/Pilates/Studio,No,No,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,1.48,"Midtown Yoga KW, 663, Belmont Avenue West, Belmont Village, Westmount, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2M 1N8, Canada",43.4526826,-80.517779,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,289,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,79.4,Midtown Yoga KW,"663 Belmont Ave W, Kitchener, ON N2M 1N8",4.9,289,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0070,Classical Martial Arts Centre,Local / Independent,Boutique/Specialty,Premium/Specialty,Boxing/Martial arts fitness,No,No,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,1.17,"Classical Martial Arts Centre, 300, Gage Avenue, Victoria Hills, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2M 5C6, Canada",43.4457952,-80.5170992,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,5,27,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,77.1,Classical Martial Arts Centre,"300 Gage Ave, Kitchener, ON N2M 2C8",5,27,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0071,Volpe Martial Arts,Local / Independent,Boutique/Specialty,Premium/Specialty,Boxing/Martial arts fitness,No,No,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,1.35,"Volpe Martial Arts, Gage Avenue, Victoria Hills, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2M 5C6, Canada",43.4465538,-80.5191851,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,5,53,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,78,Volpe Martial Arts - Kitchener Waterloo,"335 Gage Ave Unit 3, Kitchener, ON N2M 5C6",5,53,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0072,F45 Training,F45 Training,Boutique Chain,Premium,Boutique group training,No,Yes,Kitchener,East Kitchener,Nearest market-zone centroid within municipality,4.44,"F45 Training, 4336, King Street East, Pioneer Tower East, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2P 3W6, Canada",43.4075031,-80.3960341,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.,,,,,Fresh SerpApi result requires manual review; prior rating retained if already present,Needs manual review - partial match,,,,,Not available until reviews collected,Medium,Official F45 studio locator available; current rows need row-level official page matching.,https://f45training.com/studios/,Official locator available; row-level match pending,2026-07-30,OK,Needs manual review - partial match,53.8,F45 Training Doon,"401 New Dundee Rd, Kitchener, ON N2P 2N7",4.9,151,Fresh SerpApi result found but not auto-applied because match was weak/uncertain
GYM_FULL_0073,F45 Training,F45 Training,Boutique Chain,Premium,Boutique group training,No,Yes,Kitchener,Northwest Kitchener,Nearest market-zone centroid within municipality,0.99,"F45 Training, 137, Iron Horse Trail, Cherry Hill, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2G 4X8, Canada",43.4498938,-80.5130861,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.8,97,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official F45 studio locator available; current rows need row-level official page matching.,https://f45training.com/studios/,Official locator available; row-level match pending,2026-07-30,OK,Strong match,74.5,F45 Training Belmont Village KW,"We are located around the back of the Catalyst building. Drive to the back of the building and you will find our private entrance, 137 Glasgow St Unit 590, Kitchener, ON N2G 4X8",4.8,97,Fresh rating/review applied from SerpApi strong/likely location match
GYM_FULL_0074,St. Louis Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Waterloo,East Waterloo,Nearest market-zone centroid within municipality,1.45,"St. Louis Gym, 77, Willow Street, Waterloo, Region of Waterloo, Southwestern Ontario, Ontario, N2J 1J3, Canada",43.4620068,-80.5158219,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,5,2,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match; Fresh SerpApi Strong match,,SerpApi Google Maps API,,2026-07-30,Fresh SerpApi cross-match collected; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,2026-07-30,OK,Strong match,78.2,St. Louis Gym,"77 Willow St, Waterloo, ON N2J 1T8",5,2,Fresh rating/review applied from SerpApi strong/likely location match
